cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A
MATR_b4c17,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c18,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c19,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c20,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c21,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c22,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c23,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c24,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c25,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c26,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c27,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c28,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c29,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c30,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c31,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c32,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c33,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c34,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c35,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c36,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c37,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c38,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c39,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c40,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c41,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c42,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c43,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c44,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
