cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_d,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_e,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_f,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_g,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_j,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_l,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t,cylindrical_18650,graphite,LiCoO2+LiNi0.4Co0.4Mn0.2O2,,2.8,1.0,1.0,0,4.3,3,,
HUST_1-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_1-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_1-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_1-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_1-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_1-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_1-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_1-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_2-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_2-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_2-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_2-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_2-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_2-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_2-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_3-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_4-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_5-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_5-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_5-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_5-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_5-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_5-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_5-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_6-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_6-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_6-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_6-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_6-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_6-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_6-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_7-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_8-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_9-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-1,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-2,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
HUST_10-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,
ISU-ILCC_G1C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G1C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G1C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G1C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G2C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G2C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G2C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G2C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G3C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G3C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G3C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G3C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G4C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G4C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G4C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G4C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G5C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G5C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G5C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G5C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G6C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G6C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G6C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G6C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G7C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G7C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G7C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G7C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G8C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G8C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G8C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G8C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G9C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G9C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G9C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G10C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G10C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G10C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G10C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G12C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G12C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G12C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G12C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G13C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G13C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G13C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G13C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G14C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G14C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G14C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G14C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G16C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G16C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G16C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G16C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G17C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G17C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G17C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G17C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G18C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G18C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G18C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G18C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G19C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G19C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G19C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G19C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G20C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G20C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G20C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G20C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G21C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G21C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G21C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G21C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G22C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G22C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G22C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G22C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G23C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G23C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G23C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G23C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G24C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G24C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G24C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G24C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G25C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G25C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G25C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G27C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G27C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G27C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G27C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G28C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G28C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G28C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G28C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G29C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G29C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G29C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G29C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G30C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G30C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G30C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G30C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G31C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G31C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G31C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G31C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G32C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G32C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
